link;id_apto;precio;cant_h;coord;hab_disponibles;id_arrendador
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/valle-del-lili/cali/7973518;7973518;1200000;3;POINT(3.36899995803833 -76.51699829101562);3;1387686089
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/el-refugio/cali/7925518;7925518;1350000;3;POINT(3.3989999294281006 -76.5510025024414);3;1548825397
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/santa-fe/cali/7718125;7718125;1000000;3;POINT(3.4516468048095703 -76.531982421875);3;1494685983
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/primero-de-mayo/cali/5619793;5619793;1050000;3;POINT(3.406379461288452 -76.53290557861328);3;1491075958
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-capri/cali/7947943;7947943;1650000;3;POINT(3.3919999599456787 -76.54199981689453);3;1004770034
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/primero-de-mayo/cali/5619944;5619944;1050000;3;POINT(3.406379461288452 -76.53290557861328);3;1296923004
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/el-rodeo/cali/5713019;5713019;680000;2;POINT(3.434000015258789 -76.50499725341797);2;1307074298
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/valle-del-lili-comuna-17-sur/cali/7233111;7233111;3200000;3;POINT(3.375033378601074 -76.52056884765625);3;1081250407
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-pacifica/cali/7966273;7966273;800000;2;POINT(3.434000015258789 -76.5260009765625);2;1044276952
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/los-alcazares/cali/7896679;7896679;600000;3;POINT(3.484999895095825 -76.48899841308594);3;1485463670
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/parque-natura/jamundi/7947691;7947691;800000;2;POINT(3.434000015258789 -76.5260009765625);2;1387686089
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/arboledas/cali/5210744;5210744;11000000;6;POINT(3.4480819702148438 -76.54302215576172);6;1548825397
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-pacifica/cali/7926260;7926260;1000000;2;POINT(3.434000015258789 -76.5260009765625);2;1494685983
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/valle-del-lili/cali/7948047;7948047;1150000;3;POINT(3.434000015258789 -76.5260009765625);3;1491075958
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/san-fernando/cali/7947659;7947659;2200000;1;POINT(3.4331352710723877 -76.54561614990234);1;1004770034
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/valle-del-lili-comuna-17-sur/cali/7233114;7233114;2400000;2;POINT(3.3749048709869385 -76.5206069946289);2;1296923004
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/mayapan-las-vegas/cali/5436378;5436378;1930000;4;POINT(3.383281946182251 -76.54218292236328);4;1307074298
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/las-delicias/cali/7853855;7853855;750000;2;POINT(3.4639999866485596 -76.50700378417969);2;1081250407
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/el-troncal/cali/7777300;7777300;800000;2;POINT(3.4509999752044678 -76.50299835205078);2;1044276952
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/primero-de-mayo/cali/5606374;5606374;920000;3;POINT(3.406379461288452 -76.53290557861328);3;1485463670
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-melendez-comuna-17-sur/cali/5800424;5800424;3400000;3;POINT(3.3673973083496094 -76.50901794433594);3;1387686089
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/pance/cali/7942375;7942375;3500000;3;POINT(3.3415613174438477 -76.52960205078125);3;1548825397
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/valle-del-lili/cali/7688206;7688206;1100000;3;POINT(3.378000020980835 -76.54499816894531);3;1494685983
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/santa-teresita/cali/10038200;10038200;3400000;2;POINT(3.448916049243235 -76.55303843967806);2;1491075958
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/el-rodeo/cali/6080132;6080132;490000;2;POINT(3.434000015258789 -76.50599670410156);2;1004770034
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/bochalema/cali/7953620;7953620;1200000;2;POINT(3.362179756164551 -76.50208282470703);2;1296923004
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-2000/cali/6260701;6260701;750000;3;POINT(3.4248359203338623 -76.54972839355469);3;1307074298
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/vipasa/cali/6263626;6263626;1400000;4;POINT(3.4114201068878174 -76.5369873046875);4;1081250407
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/normandia/cali/7919766;7919766;6000000;4;POINT(3.4498722553253174 -76.53463745117188);4;1044276952
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-jardin/cali/6279450;6279450;2930000;4;POINT(3.3694043159484863 -76.53670501708984);4;1485463670
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/valle-del-lili/cali/7891972;7891972;1450000;2;POINT(3.371999979019165 -76.5469970703125);2;1387686089
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/poblado-campestre/cali/7896544;7896544;600000;2;POINT(3.4043736457824707 -76.4552230834961);2;1548825397
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/valle-del-lili/cali/10020933;10020933;1100000;2;POINT(3.377496823956127 -76.51149285154717);2;1494685983
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/alfonso-lopez/cali/7959114;7959114;900000;2;POINT(3.4567344188690186 -76.48285675048828);2;1491075958
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-bochalema/cali/7833621;7833621;960000;2;POINT(3.3519999980926514 -76.50499725341797);2;1004770034
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/norte/cali/7645128;7645128;680000;3;POINT(3.4641501903533936 -76.51394653320312);3;1296923004
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/la-flora/cali/7948449;7948449;1750000;3;POINT(3.4498722553253174 -76.53463745117188);3;1307074298
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/arboledas/cali/7287400;7287400;2900000;3;POINT(3.447371244430542 -76.54926300048828);3;1081250407
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-cordoba/cali/7910114;7910114;750000;3;POINT(3.4010000228881836 -76.50299835205078);3;1044276952
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/granada/cali/7379275;7379275;880000;2;POINT(3.4230000972747803 -76.54399871826172);2;1485463670
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/bellavista/cali/6067717;6067717;12900000;3;POINT(3.446000099182129 -76.5469970703125);3;1387686089
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/nueva-tequendama/cali/7226313;7226313;1980000;3;POINT(3.4498722553253174 -76.53463745117188);3;1548825397
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/pance/cali/5816842;5816842;4500000;4;POINT(3.328239917755127 -76.63401794433594);4;1494685983
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-pacifica/cali/7948324;7948324;1000000;2;POINT(3.3450000286102295 -76.51300048828125);2;1491075958
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/el-penon/cali/6024251;6024251;2800000;2;POINT(3.449209690093994 -76.54346466064453);2;1004770034
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-pacifica/cali/7928363;7928363;1050000;2;POINT(3.3454272747039795 -76.51596069335938);2;1296923004
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-cordoba/cali/7850348;7850348;850000;3;POINT(3.4010000228881836 -76.51000213623047);3;1307074298
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/zona-sur/cali/5739538;5739538;850000;2;POINT(3.3481290340423584 -76.5142822265625);2;1081250407
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/santa-teresita/cali/6908409;6908409;4500000;4;POINT(3.4551775455474854 -76.52922058105469);4;1044276952
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-pacifica/cali/7891833;7891833;1150000;3;POINT(3.4179999828338623 -76.49800109863281);3;1485463670
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/norte-flora-cali/cali/7970190;7970190;1800000;3;POINT(3.488840341567993 -76.52043151855469);3;1387686089
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/santa-teresita/cali/6806478;6806478;8000000;4;POINT(3.4473659992218018 -76.55523681640625);4;1548825397
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-bochalema/cali/7326180;7326180;2200000;3;POINT(3.3570001125335693 -76.51899719238281);3;1494685983
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/chipichape/cali/6799315;6799315;4800000;3;POINT(3.4248359203338623 -76.54972839355469);3;1491075958
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/limonar/cali/6977665;6977665;1762861;3;POINT(3.3959999084472656 -76.5459976196289);3;1004770034
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/pance/cali/6589663;6589663;8000000;4;POINT(3.3487000465393066 -76.54387664794922);4;1296923004
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/pance/cali/7903272;7903272;3200000;3;POINT(3.445956230163574 -76.52226257324219);3;1307074298
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/valle-del-lili/cali/6722717;6722717;3600000;3;POINT(3.372999906539917 -76.52400207519531);3;1081250407
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/los-cristales/cali/7952751;7952751;5500000;4;POINT(3.435182809829712 -76.549560546875);4;1044276952
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-melendez-comuna-17-sur/cali/6563762;6563762;2800000;3;POINT(3.368342161178589 -76.51020812988281);3;1485463670
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/sur-ciudad-jardin-calle-15b/cali/6553378;6553378;5394000;3;POINT(3.3575387001037598 -76.53910064697266);3;1387686089
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/aguacatal/cali/6683249;6683249;7000000;5;POINT(3.4558959007263184 -76.54940795898438);5;1548825397
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/sur-ciudad-jardin/cali/6773805;6773805;5394000;3;POINT(3.3575387001037598 -76.53910064697266);3;1494685983
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/bochalema-comuna-22-sur/cali/6530018;6530018;2800000;2;POINT(3.3577544689178467 -76.51782989501953);2;1491075958
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/versalles/cali/6981782;6981782;3500000;4;POINT(3.4628746509552 -76.53202819824219);4;1004770034
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/valle-del-lili/cali/7906736;7906736;2000000;3;POINT(3.36899995803833 -76.51399993896484);3;1296923004
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/aranjuez/cali/7928468;7928468;950000;2;POINT(3.436000108718872 -76.52400207519531);2;1307074298
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/versalles/cali/6750533;6750533;1550000;2;POINT(3.4619998931884766 -76.52999877929688);2;1081250407
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/pance/cali/6735708;6735708;2150000;1;POINT(3.3559999465942383 -76.53600311279297);1;1044276952
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/parcelaciones-pance-comuna-22-sur/cali/6863932;6863932;5500000;3;POINT(3.355623960494995 -76.52935791015625);3;1485463670
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/pance/cali/6880068;6880068;4000000;1;POINT(3.4516468048095703 -76.531982421875);1;1387686089
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/sur-ciudad-jardin-calle-15b/cali/6553384;6553384;5394000;3;POINT(3.3575387001037598 -76.53910064697266);3;1548825397
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/versalles/cali/7002672;7002672;1300000;2;POINT(3.4609999656677246 -76.52799987792969);2;1494685983
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/primero-de-mayo/cali/7022520;7022520;1050000;3;POINT(3.4498722553253174 -76.53463745117188);3;1491075958
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/alfonso-lopez/cali/7865025;7865025;570000;2;POINT(3.4639298915863037 -76.48301696777344);2;1004770034
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/primero-de-mayo/cali/7022049;7022049;920000;3;POINT(3.4498722553253174 -76.53463745117188);3;1296923004
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/tequendama/cali/7019824;7019824;930000;4;POINT(3.4498722553253174 -76.53463745117188);4;1307074298
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/santa-isabel/cali/7863009;7863009;4000000;4;POINT(3.427351474761963 -76.54924774169922);4;1081250407
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/santa-teresita/cali/7087985;7087985;3680000;3;POINT(3.4498722553253174 -76.53463745117188);3;1044276952
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/el-lido/cali/7080248;7080248;1090000;3;POINT(3.4089481830596924 -76.52717590332031);3;1485463670
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/primero-de-mayo/cali/7022373;7022373;1050000;3;POINT(3.4498722553253174 -76.53463745117188);3;1387686089
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/prados-del-norte-comuna-2-norte/cali/7064632;7064632;3500000;2;POINT(3.4698331356048584 -76.52017211914062);2;1548825397
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/brisas-de-los-alamos/cali/7059159;7059159;915000;2;POINT(3.494999885559082 -76.50299835205078);2;1494685983
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/los-alcazares/cali/7918893;7918893;880000;3;POINT(3.484999895095825 -76.49299621582031);3;1491075958
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/las-americas/cali/7060368;7060368;2800000;5;POINT(10.972000122070312 -74.7760009765625);5;1004770034
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/prados-del-norte/cali/7080973;7080973;690000;3;POINT(3.435734987258911 -76.51138305664062);3;1296923004
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/valle-del-lili/cali/7918950;7918950;1350000;2;POINT(3.434000015258789 -76.5260009765625);2;1307074298
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/bellavista/cali/7019783;7019783;5600000;3;POINT(3.446000099182129 -76.5469970703125);3;1081250407
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/primero-de-mayo/cali/7022490;7022490;1080000;3;POINT(3.4498722553253174 -76.53463745117188);3;1044276952
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/primero-de-mayo/cali/7022401;7022401;1050000;3;POINT(3.4498722553253174 -76.53463745117188);3;1485463670
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/santa-anita/cali/7080318;7080318;1670000;3;POINT(3.413287401199341 -76.53764343261719);3;1387686089
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/tequendama/cali/7019858;7019858;1020000;4;POINT(3.4498722553253174 -76.53463745117188);4;1548825397
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/normandia/cali/7029503;7029503;5100000;4;POINT(3.4588348865509033 -76.54537200927734);4;1494685983
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/primero-de-mayo/cali/7021925;7021925;920000;3;POINT(3.4498722553253174 -76.53463745117188);3;1491075958
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/normandia/cali/7104313;7104313;12941000;4;POINT(3.4489998817443848 -76.53199768066406);4;1004770034
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/normandia/cali/7080510;7080510;2920000;3;POINT(3.4498722553253174 -76.53463745117188);3;1296923004
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-jardin/cali/7087876;7087876;1960000;3;POINT(3.369905948638916 -76.53931427001953);3;1307074298
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/santa-rita/cali/7040009;7040009;7500000;3;POINT(3.4519999027252197 -76.5530014038086);3;1081250407
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/normandia/cali/7175533;7175533;4370000;4;POINT(3.4540045261383057 -76.54945373535156);4;1044276952
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/bochalema/cali/7911660;7911660;1300000;2;POINT(3.4340200424194336 -76.52645111083984);2;1485463670
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/valle-del-lili/cali/7907818;7907818;1400000;3;POINT(3.434000015258789 -76.5260009765625);3;1387686089
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/tequendama/cali/7145655;7145655;3000000;3;POINT(3.4230000972747803 -76.54499816894531);3;1548825397
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/valle-del-lili/cali/7117988;7117988;1050000;3;POINT(3.364000082015991 -76.49500274658203);3;1494685983
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/el-ingenio/cali/7125039;7125039;1900000;1;POINT(3.384000062942505 -76.5250015258789);1;1491075958
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-jardin/cali/7165567;7165567;2120000;3;POINT(3.369999885559082 -76.53600311279297);3;1004770034
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/el-ingenio/cali/7123506;7123506;1900000;1;POINT(3.384000062942505 -76.5250015258789);1;1296923004
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/primero-de-mayo/cali/7224827;7224827;1050000;3;POINT(3.4498722553253174 -76.53463745117188);3;1307074298
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/pangola/jamundi/7135136;7135136;1100000;2;POINT(3.434000015258789 -76.5260009765625);2;1081250407
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/tequendama/cali/7145619;7145619;3000000;4;POINT(3.4230000972747803 -76.54499816894531);4;1044276952
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/el-ingenio/cali/7125033;7125033;1900000;1;POINT(3.384000062942505 -76.5250015258789);1;1485463670
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/primero-de-mayo/cali/7224781;7224781;1050000;3;POINT(3.4498722553253174 -76.53463745117188);3;1387686089
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/el-ingenio-iii/cali/7123401;7123401;1900000;1;POINT(3.384000062942505 -76.5250015258789);1;1548825397
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/valle-del-lili-comuna-17-sur/cali/7173724;7173724;3000000;2;POINT(3.371591091156006 -76.51681518554688);2;1494685983
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/el-ingenio/cali/7125021;7125021;2100000;1;POINT(3.384000062942505 -76.5250015258789);1;1491075958
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-bochalema/cali/7179496;7179496;680000;2;POINT(3.4670000076293945 -76.49299621582031);2;1004770034
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/juanambu/cali/7172507;7172507;2590000;5;POINT(3.465837240219116 -76.53385925292969);5;1296923004
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/arboledas/cali/7144483;7144483;8000000;4;POINT(3.4489998817443848 -76.54900360107422);4;1307074298
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/el-ingenio/cali/7125036;7125036;1900000;1;POINT(3.384000062942505 -76.5250015258789);1;1081250407
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/colseguros/cali/7143068;7143068;780000;2;POINT(3.430000066757202 -76.53199768066406);2;1044276952
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/santa-teresita/cali/7227052;7227052;7000000;3;POINT(3.4509999752044678 -76.5530014038086);3;1485463670
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/la-arboleda/cali/7177566;7177566;3500000;3;POINT(3.450000047683716 -76.552001953125);3;1387686089
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/primero-de-mayo/cali/7224799;7224799;1050000;3;POINT(3.4498722553253174 -76.53463745117188);3;1548825397
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/el-ingenio/cali/7124999;7124999;1900000;1;POINT(3.384000062942505 -76.5250015258789);1;1494685983
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/el-ingenio/cali/7125015;7125015;1900000;1;POINT(3.384000062942505 -76.5250015258789);1;1491075958
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/santa-rita/cali/7272362;7272362;11000000;3;POINT(3.4498722553253174 -76.53463745117188);3;1004770034
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/santa-monica/cali/7597401;7597401;1300000;1;POINT(3.4647181034088135 -76.53251647949219);1;1296923004
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/normandia/cali/7352557;7352557;18000000;4;POINT(3.4537270069122314 -76.5382308959961);4;1307074298
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/poblado-campestre/cali/7365576;7365576;650000;2;POINT(3.434000015258789 -76.5260009765625);2;1081250407
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/caney/cali/7449455;7449455;1680000;3;POINT(3.3797857761383057 -76.52407836914062);3;1044276952
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/nueva-tequendama/cali/7540633;7540633;1750000;3;POINT(3.4110000133514404 -76.5469970703125);3;1485463670
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/nacional/cali/7242760;7242760;1200000;4;POINT(3.440000057220459 -76.53700256347656);4;1387686089
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/el-refugio/cali/7243392;7243392;1017975;2;POINT(3.397613286972046 -76.5516128540039);2;1548825397
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/terranova/jamundi/7256605;7256605;750000;2;POINT(3.4600000381469727 -76.53399658203125);2;1494685983
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-jardin/cali/7376376;7376376;7300000;4;POINT(3.368490219116211 -76.53723907470703);4;1491075958
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/pance/cali/5875772;5875772;3600000;4;POINT(3.328239917755127 -76.63401794433594);4;1004770034
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/granada/cali/5598675;5598675;21000000;6;POINT(3.4628090858459473 -76.53455352783203);6;1296923004
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/santa-teresita/cali/7341923;7341923;7000000;4;POINT(3.4498722553253174 -76.53463745117188);4;1307074298
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/alfonso-lopez/cali/7484253;7484253;670000;1;POINT(3.45912504196167 -76.48039245605469);1;1081250407
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/arboledas/cali/7227817;7227817;1730000;3;POINT(3.4463512897491455 -76.55232238769531);3;1044276952
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-jardin/cali/7238076;7238076;4400000;3;POINT(3.3634324073791504 -76.5432357788086);3;1485463670
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-jardin/cali/7440382;7440382;2700000;1;POINT(3.3529999256134033 -76.53500366210938);1;1387686089
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/la-flora/cali/7266631;7266631;1800000;3;POINT(3.489619493484497 -76.5132064819336);3;1548825397
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/santa-monica/cali/7254613;7254613;7000000;4;POINT(3.4498722553253174 -76.53463745117188);4;1494685983
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/valle-del-lili-comuna-17-sur/cali/7422448;7422448;3700000;3;POINT(3.3648557662963867 -76.5208969116211);3;1491075958
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/poblado-campestre/cali/7632739;7632739;600000;2;POINT(3.4049999713897705 -76.45899963378906);2;1004770034
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/el-penon/cali/7371359;7371359;2900000;2;POINT(3.4497439861297607 -76.54278564453125);2;1296923004
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/valle-del-lili-ciudad-melendez/cali/7675963;7675963;1500000;2;POINT(3.3673627376556396 -76.50904846191406);2;1307074298
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/valle-del-lili/cali/7431625;7431625;1300000;3;POINT(3.3738324642181396 -76.5064697265625);3;1081250407
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/valle-del-lili/cali/7951265;7951265;1150000;2;POINT(3.434000015258789 -76.5260009765625);2;1044276952
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/el-refugio/cali/7906191;7906191;1400000;3;POINT(3.3959999084472656 -76.55599975585938);3;1485463670
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/altos-de-ciudad-jardin/cali/7683139;7683139;3600000;3;POINT(3.3634324073791504 -76.5432357788086);3;1387686089
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/aguacatal/cali/7948711;7948711;9000000;4;POINT(3.4401373863220215 -76.5478515625);4;1548825397
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/cristobal-colon/cali/7950530;7950530;950000;2;POINT(3.4198944568634033 -76.52449798583984);2;1494685983
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/bella-vista/cali/7950244;7950244;3400000;2;POINT(3.4427785873413086 -76.55484008789062);2;1491075958
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/san-alonso/bucaramanga/7948739;7948739;900000;1;POINT(3.4709999561309814 -76.52200317382812);1;1004770034
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/pance/cali/7492943;7492943;3600000;4;POINT(3.4498722553253174 -76.53463745117188);4;1296923004
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-jardin/cali/7951192;7951192;1800000;3;POINT(3.3646345138549805 -76.52803802490234);3;1307074298
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/mayapan-las-vegas/cali/7951177;7951177;2000000;3;POINT(3.384608268737793 -76.54114532470703);3;1081250407
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/mayapan/cali/7951305;7951305;1950000;4;POINT(3.382999897003174 -76.54199981689453);4;1044276952
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-cordoba/cali/7950961;7950961;550000;3;POINT(3.3953115940093994 -76.51344299316406);3;1485463670
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/aguacatal/cali/7566635;7566635;7500000;3;POINT(3.457350969314575 -76.5533676147461);3;1387686089
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/el-ingenio/cali/7836117;7836117;3450000;3;POINT(3.385333299636841 -76.5289306640625);3;1548825397
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/la-cascada/cali/7948173;7948173;1400000;3;POINT(3.434000015258789 -76.5260009765625);3;1494685983
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/los-alamos/cali/7492869;7492869;2343000;2;POINT(3.486999988555908 -76.50599670410156);2;1491075958
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/ciudad-bochalema/cali/7949990;7949990;1100000;2;POINT(3.3534433841705322 -76.50263977050781);2;1004770034
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/valle-del-lili/cali/7950778;7950778;1600000;3;POINT(3.367000102996826 -76.51899719238281);3;1296923004
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/bellavista/cali/7490289;7490289;1700000;3;POINT(3.380000114440918 -76.52100372314453);3;1307074298
https://fincaraiz.com.co/inmueble/apartamento-en-arriendo/jose-manuel-marroquin-ii/cali/7945513;7945513;400000;2;POINT(3.4264018535614014 -76.48003387451172);2;1081250407
